MonthlyIncome,ActiveSinceDays,Age,Graduate,Married,Single,NoOfChildren,NoOfTeenager,NoOfDaysSinceLastPurchase,AmountSpendOnWines,AmountSpentOnFruits,AmountSpentOnMeat,AmountSpentOnFish,AmountSpentOnSweet,AmountSpentOnGold,NoOfDealsWithDiscount,NoOfWebPurchase,NoOfCatalogPurchase,NoOfStorePurchase,NoOfWebVisitsMonth,PurchasedIn1stCampaign,PurchasedIn2ndCampaign,PurchasedIn3rdCampaign,PurchasedIn4thCampaign,PurchasedIn5thCampaign,TotalNoOfCampaignAccepted,CustomerComplain
27203,2851,70,1,1,0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0
48330,2385,59,1,1,0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0
24279,2706,30,0,1,0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0
64355,2833,35,1,1,0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0
50943,2532,64,1,1,0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
53653,2758,67,1,0,1,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0
65665,2368,44,1,1,0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0
81217,2504,31,1,0,1,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0
34935,2532,28,1,1,0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
61250,2719,61,1,0,1,0,0,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0
39665,2559,39,1,1,0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,0,0,1,0,0,1,0
60152,2617,41,1,0,1,0,0,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0
48920,2411,56,1,1,0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,0,0,1,0,1,0
89120,2263,61,1,1,0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,0,0,1,1,0
44124,2573,74,1,1,0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0
81169,2600,45,1,0,1,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0
36443,2670,59,1,1,0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0
26095,2523,30,1,0,1,0,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0
71367,2469,61,1,1,0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
80184,2279,76,1,1,0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,1,0,0,0,1,2,0
30630,2312,55,1,0,1,0,0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0
73454,2279,33,1,0,1,0,0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,1,0,0,1,0
42691,2476,29,1,1,0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0
70503,2796,67,1,1,0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,0,1,1,2,0
25545,2818,33,1,1,0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,0
32880,2731,34,1,1,0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0
77863,2373,62,1,1,0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0
50353,2180,43,1,1,0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0
61839,2845,56,1,0,1,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0
49154,2397,60,1,1,0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0
47682,2658,45,0,0,1,0,0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0
72679,2443,51,1,0,1,0,0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0
57954,2170,43,1,1,0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,0,0,1,0,1,0
65316,2590,58,1,1,0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0
28567,2536,38,1,0,1,0,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0
47352,2603,69,1,1,0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
44931,2321,53,1,1,0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0
76982,2293,53,1,0,1,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,0,0,1,1,0
57247,2484,68,0,1,0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0
22944,2347,39,1,0,1,0,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0
25315,2393,43,0,1,0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0
43638,2851,51,1,0,1,0,0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0
42710,2737,36,1,0,1,0,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0
84169,2485,38,1,1,0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,2,0
54058,2549,44,1,1,0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0
24683,2272,30,0,1,0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0
85620,2332,56,1,0,1,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,0
47850,2367,40,1,1,0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0
19514,2313,52,1,1,0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,1,0
27159,2251,47,1,1,0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
39548,2249,57,0,0,1,0,0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0
21474,2241,31,1,0,1,0,0,0,6,16,24,11,0,34,2,3,1,2,7,0,0,1,0,0,1,0
60504,2301,49,1,0,1,0,0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0
22419,2596,57,1,1,0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
81698,2394,71,1,1,0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,0
43462,2814,68,1,1,0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0
54880,2644,42,1,0,1,0,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0
79908,2609,38,1,1,0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,0,0,1,1,0
15315,2489,50,0,1,0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
87771,2562,61,1,1,0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,4,0
33039,2452,42,1,1,0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
81741,2537,40,1,0,1,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0
71499,2528,49,1,1,0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0
62466,2324,50,0,1,0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
48799,2395,57,1,0,1,0,0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0
52157,2181,70,1,1,0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0
66565,2730,58,1,0,1,0,0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0
29298,2454,69,1,1,0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0
47691,2518,41,1,0,1,0,0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
38200,2728,50,1,1,0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
44989,2814,46,1,1,0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
38443,2312,52,1,1,0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0
38593,2448,42,0,0,1,0,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0
64413,2491,50,1,1,0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0
36959,2429,39,1,1,0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0
61996,2673,43,1,1,0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,1,1,0,1,0,3,0
51287,2248,52,1,1,0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0
13260,2469,50,1,1,0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0
47472,2445,54,1,1,0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0
54603,2514,64,1,1,0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0
45207,2755,46,1,1,0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,1,0
40689,2627,69,1,1,0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0
47821,2411,53,0,1,0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0
27450,2599,69,1,1,0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0
39453,2246,37,1,1,0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0
26850,2231,49,0,1,0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0
79800,2803,65,1,0,1,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,0,1,3,0
61794,2447,59,1,1,0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0
53863,2202,65,1,1,0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,0,0,1,0,1,0
24221,2472,61,1,1,0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0
39684,2784,36,1,0,1,0,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,0,1
92163,2723,45,1,1,0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,2,0
69882,2390,55,1,0,1,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0
33178,2309,43,1,1,0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0
59973,2450,48,1,1,0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0
17459,2442,45,1,1,0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,0
23910,2770,51,1,0,1,0,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0
42169,2412,51,1,1,0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0
26224,2549,42,0,1,0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0
31089,2840,39,1,1,0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0
30081,2652,59,1,0,1,0,0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0
62807,2826,60,1,1,0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
72906,2444,65,1,0,1,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0
61467,2726,72,1,1,0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0
49618,2678,54,1,1,0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0
21888,2706,34,1,0,1,0,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,0
42429,2297,47,1,0,1,0,0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0
26150,2634,64,1,0,1,0,0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0
30801,2770,45,0,1,0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0
81168,2212,55,1,1,0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,1,0,0,0,0,1,0
26877,2473,51,1,0,1,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0
45006,2505,76,1,0,1,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0
18978,2724,47,0,1,0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0
22574,2403,53,1,1,0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
48240,2756,51,1,0,1,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,0
45837,2497,46,1,1,0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0
35791,2578,55,1,0,1,0,0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0
54162,2627,42,1,0,1,0,0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0
30522,2840,60,1,1,0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0
54456,2512,59,1,1,0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0
31632,2509,49,1,0,1,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0
72298,2270,71,1,0,1,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,0,1,1,2,0
36975,2342,42,0,0,1,0,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0
72635,2550,65,0,1,0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,1,0
13624,2684,44,1,1,0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0
84196,2550,45,1,0,1,0,0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0
70971,2805,60,1,1,0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,0
34487,2820,43,1,0,1,0,0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0
28769,2717,43,1,0,1,0,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0
69084,2381,50,1,1,0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0
65488,2175,62,1,1,0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0
62466,2324,50,0,1,0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
32218,2293,60,0,0,1,0,0,27,10,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,1,0
83917,2596,47,1,0,1,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,0
46102,2270,58,1,0,1,0,0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
84574,2549,68,1,0,1,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0
56181,2696,58,1,1,0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0
63120,2798,70,1,0,1,0,0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,0
73691,2394,49,1,1,0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,0,0,1,0,0,1,0
63381,2791,60,1,1,0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0
76140,2206,72,1,1,0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0
62859,2705,61,1,0,1,0,0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0
45906,2577,56,1,0,1,0,0,20,305,3,27,4,3,144,2,5,4,4,5,0,0,1,0,0,1,0
77632,2635,73,1,1,0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,0,0,1,1,2,0
46463,2474,49,1,1,0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0
105471,2683,50,1,1,0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,1,0,0,0,1,2,0
55282,2357,50,1,0,1,0,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0
78710,2196,43,1,1,0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0
66886,2445,62,1,1,0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0
98777,2291,60,1,0,1,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,1,0
29103,2830,35,1,1,0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0
67445,2845,46,1,1,0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
50616,2236,70,1,1,0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0
49431,2854,65,1,0,1,0,0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0
61278,2335,67,1,1,0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0
26490,2804,62,0,1,0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0
73059,2461,73,1,1,0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0
46734,2410,54,1,0,1,0,0,86,100,1,39,6,1,76,4,3,2,3,6,0,0,1,0,0,1,0
56253,2728,57,1,1,0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0
19986,2386,35,1,1,0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
58330,2345,45,1,0,1,0,0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
25965,2819,40,0,1,0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0
14661,2703,64,1,1,0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0
18690,2707,61,1,1,0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
45068,2568,46,1,1,0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0
21063,2436,33,0,0,1,0,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0
29187,2575,52,1,1,0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0
54690,2393,49,0,1,0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0
59304,2494,56,1,1,0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0
59247,2392,58,1,0,1,0,0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0
66731,2814,50,1,0,1,0,0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0
77353,2354,40,1,1,0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0
52614,2734,45,1,0,1,0,0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0
26751,2197,46,1,1,0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0
81300,2766,57,1,1,0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,1,0,0,0,0,1,0
70337,2337,41,1,0,1,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0
36145,2537,35,0,1,0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,0,0,1,0,0,1,0
65295,2347,40,1,0,1,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0
68118,2413,57,1,0,1,0,0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
68743,2827,53,1,0,1,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0
41039,2498,38,0,1,0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0
38946,2407,65,1,1,0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0
65777,2351,53,1,1,0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0
66476,2638,44,1,0,1,0,0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0
86857,2814,48,1,0,1,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,0
77845,2203,31,1,1,0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,1,0,0,0,1,2,0
69476,2431,51,1,1,0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0
50611,2792,60,1,0,1,0,0,98,459,0,24,6,0,4,6,4,5,7,6,0,0,0,1,0,1,0
61209,2467,50,1,0,1,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0
42315,2511,62,1,1,0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0
13084,2398,68,0,1,0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0
47570,2555,71,1,0,1,0,0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,0
61923,2497,59,1,1,0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0
34824,2254,25,1,0,1,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0
26518,2606,71,1,0,1,0,0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,0
45938,2397,59,1,0,1,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0
78468,2240,60,1,1,0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,1,0,0,0,0,1,0
78901,2444,47,1,0,1,0,0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0
71427,2268,42,1,1,0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0
71022,2297,42,1,0,1,0,0,30,909,12,278,0,12,242,3,5,2,11,8,0,0,1,0,0,1,0
90247,2220,32,1,0,1,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,1,0,0,1,1,3,0
41335,2344,52,1,0,1,0,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
71952,2694,34,1,1,0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,1,0,1,2,0
35682,2161,50,1,0,1,0,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0
43185,2604,69,1,0,1,0,0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0
66375,2379,72,1,1,0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,0,0,1,0,0,1,0
35178,2694,49,1,1,0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,0,1,0,0,1,0
25252,2511,34,1,1,0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0
55250,2775,55,1,0,1,0,0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0
33249,2653,45,1,0,1,0,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
58398,2570,67,1,1,0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0
50272,2485,38,1,1,0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0
76618,2728,45,1,1,0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0
87305,2803,60,0,0,1,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,0,0,1,1,0
25851,2662,42,1,1,0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0
58710,2614,50,1,0,1,0,0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0
45160,2251,62,1,0,1,0,0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0
74806,2716,55,1,1,0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0
59111,2582,66,1,1,0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0
18988,2196,36,1,1,0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0
72190,2660,55,1,1,0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0
7500,2856,44,1,1,0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,0,0,1,0,0,1,0
44794,2180,54,1,1,0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0
80395,2377,65,1,1,0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,1,0,0,0,0,1,0
75012,2314,44,1,0,1,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0
56962,2420,55,1,1,0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0
89891,2599,29,1,1,0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,0,0,1,1,0
35946,2434,71,1,0,1,0,0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0
53593,2850,67,1,1,0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0
66373,2541,42,1,1,0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0
45072,2415,72,1,0,1,0,0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0
89694,2422,47,1,0,1,0,0,22,1126,28,211,37,28,42,3,4,3,4,5,1,0,0,1,1,3,0
72025,2220,71,1,1,0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,1,0,0,1,1,3,0
67432,2616,47,1,1,0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0
70545,2185,68,1,1,0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0
17487,2627,31,0,1,0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0
62882,2848,51,1,1,0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0
64108,2622,67,1,0,1,0,0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0
34941,2639,64,1,1,0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0
48767,2338,70,1,0,1,0,0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0
38702,2491,42,0,1,0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0
82224,2314,56,1,1,0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,1,0,0,0,0,1,0
83844,2572,68,1,1,0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,1,0
17003,2361,45,0,1,0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0
